# Stars — format: id,name,ra_hours,dec_degrees,magnitude,type
# To expand: replace with HYG Database CSV (github.com/astronexus/HYG-Database)
# Stars from HYG Database — id,name,ra_hours,dec_degrees,magnitude,type
HIP73394,HIP 73394,14.998825,-75.032669,6.2,star
HIP73395,HIP 73395,14.999346,14.833331,7.2,star
HIP73396,HIP 73396,14.999614,-58.31712,8.71,star
HIP73397,HIP 73397,14.99987,12.023948,8.89,star
HIP73398,HIP 73398,15.000099,-36.030567,6.94,star
HIP73399,HIP 73399,15.000232,14.350594,10.07,star
HIP73400,HIP 73400,15.000358,-20.147669,9.4,star
HIP73401,HIP 73401,15.000611,-1.872292,8.96,star
HIP73402,HIP 73402,15.000696,17.992947,8.68,star
HIP73403,HIP 73403,15.000747,65.476219,6.9,star
HIP73404,HIP 73404,15.001001,44.586338,6.91,star
HIP73405,HIP 73405,15.001066,-67.371467,10.27,star
HIP73406,HIP 73406,15.001257,4.836155,9.43,star
HIP73407,HIP 73407,15.001293,-39.797987,7.36,star
HIP73408,HIP 73408,15.001681,-73.535337,8.13,star
HIP73409,HIP 73409,15.001743,-55.508191,7.68,star
HIP73410,HIP 73410,15.00227,67.090506,7.48,star
HIP73411,HIP 73411,15.002772,21.480116,9.3,star
HIP73412,HIP 73412,15.002844,70.614131,7.67,star
HIP73413,HIP 73413,15.002914,30.966943,10.32,star
HIP73414,HIP 73414,15.003135,22.669645,9.6,star
HIP73415,HIP 73415,15.003147,-77.16055,5.92,star
HIP73416,HIP 73416,15.003709,-14.728534,9.04,star
HIP73418,HIP 73418,15.003987,11.026821,10.0,star
HIP73417,HIP 73417,15.004055,62.917067,8.31,star
HIP73419,HIP 73419,15.00434,0.537212,8.22,star
HIP73420,HIP 73420,15.004515,-58.306318,7.61,star
HIP73421,HIP 73421,15.004777,-78.846073,9.88,star
HIP73422,HIP 73422,15.004905,38.841624,8.56,star
HIP73423,HIP 73423,15.004917,-45.779436,8.27,star
HIP73424,HIP 73424,15.005187,7.648282,6.99,star
HIP73425,HIP 73425,15.005198,13.321333,8.6,star
HIP73426,HIP 73426,15.005315,-37.870666,8.59,star
HIP73427,HIP 73427,15.005391,-24.454079,9.92,star
HIP73428,HIP 73428,15.005544,-16.541207,9.84,star
HIP73429,HIP 73429,15.006125,-77.934714,8.8,star
HIP73430,HIP 73430,15.006141,18.712933,9.55,star
HIP73431,HIP 73431,15.006258,32.522683,8.88,star
HIP73432,HIP 73432,15.006298,-23.96247,10.34,star
HIP73433,HIP 73433,15.006352,-18.627287,7.81,star
HIP73434,HIP 73434,15.006352,7.735493,7.88,star
HIP73435,HIP 73435,15.006431,-9.135907,8.27,star
HIP73436,HIP 73436,15.006615,55.618163,7.15,star
HIP73437,HIP 73437,15.006661,12.475941,8.72,star
HIP73438,HIP 73438,15.00725,31.615181,7.57,star
HIP73440,HIP 73440,15.00763,71.765457,6.64,star
HIP73439,HIP 73439,15.007716,-73.270131,8.78,star
HIP73441,HIP 73441,15.008058,-53.489367,9.05,star
HIP73442,HIP 73442,15.008447,-22.849329,7.66,star
HIP73443,HIP 73443,15.008468,71.447062,9.49,star
HIP73444,HIP 73444,15.008593,-12.449067,10.26,star
HIP73445,HIP 73445,15.008812,-11.874317,8.02,star
HIP73446,HIP 73446,15.008882,-8.994761,9.85,star
HIP73447,HIP 73447,15.008963,9.637376,9.8,star
HIP73448,HIP 73448,15.009059,-36.118554,9.02,star
HIP73449,HIP 73449,15.009721,8.600165,7.26,star
HIP73450,HIP 73450,15.009816,50.578013,7.85,star
HIP73451,HIP 73451,15.009951,-52.492645,8.9,star
HIP73452,HIP 73452,15.010332,50.80541,8.77,star
HIP73453,HIP 73453,15.010416,-10.672985,9.86,star
HIP73454,HIP 73454,15.010756,47.277441,6.35,star
HIP73455,HIP 73455,15.011032,69.94105,9.82,star
HIP73456,HIP 73456,15.011342,6.03165,8.48,star
HIP73457,HIP 73457,15.012059,-11.135129,9.49,star
HIP73458,HIP 73458,15.012476,-59.811775,7.32,star
HIP73459,HIP 73459,15.012665,-2.957489,9.25,star
HIP73460,HIP 73460,15.012742,-45.195522,9.03,star
HIP73461,HIP 73461,15.012944,28.591804,8.61,star
HIP73462,HIP 73462,15.013975,6.756888,9.93,star
HIP73463,HIP 73463,15.01429,52.401877,9.28,star
HIP73464,HIP 73464,15.014521,22.045589,6.29,star
HIP73465,HIP 73465,15.014758,-4.455545,9.0,star
HIP73466,HIP 73466,15.015209,4.335497,8.98,star
HIP73467,HIP 73467,15.015246,25.797856,9.1,star
HIP73468,HIP 73468,15.015314,57.75355,8.54,star
HIP73469,HIP 73469,15.015381,-73.794167,8.42,star
HIP73470,HIP 73470,15.015422,45.426209,9.15,star
HIP73471,HIP 73471,15.015986,31.371877,10.74,star
HIP73472,HIP 73472,15.01603,31.37729,8.5,star
HIP73473,19Del Lib,15.016208,-8.518943,4.91,star
HIP73474,HIP 73474,15.016593,73.053187,8.66,star
HIP73475,HIP 73475,15.016802,-34.597729,11.25,star
HIP73476,HIP 73476,15.016858,40.084324,7.09,star
HIP73477,HIP 73477,15.016844,56.90209,11.38,star
HIP73478,HIP 73478,15.017016,45.723518,8.68,star
HIP73479,HIP 73479,15.017042,-42.999344,8.69,star
HIP73480,HIP 73480,15.017053,2.897458,6.72,star
HIP73481,HIP 73481,15.017096,75.261881,9.74,star
HIP73482,HIP 73482,15.017245,16.159235,8.32,star
HIP73483,HIP 73483,15.017292,-64.576052,6.56,star
HIP73484,HIP 73484,15.017319,-36.534995,8.86,star
HIP73485,HIP 73485,15.017369,-33.839468,7.4,star
HIP73486,HIP 73486,15.018787,-72.719081,8.07,star
HIP73487,HIP 73487,15.019105,-36.845588,9.0,star
HIP73488,HIP 73488,15.019134,-5.946173,9.47,star
HIP73489,HIP 73489,15.019217,-29.629317,9.32,star
HIP73490,HIP 73490,15.019546,-4.09721,9.05,star
HIP73491,HIP 73491,15.019908,1.853878,8.21,star
HIP73493,HIP 73493,15.020303,-38.058398,5.88,star
HIP73492,HIP 73492,15.020307,-69.21864,8.15,star
HIP73494,HIP 73494,15.020896,-67.983296,6.99,star
HIP73495,HIP 73495,15.021685,23.850769,9.36,star
HIP73496,HIP 73496,15.022086,-1.054636,8.77,star
HIP73497,HIP 73497,15.022174,-2.754927,5.52,star
HIP73498,HIP 73498,15.022389,-1.166409,9.55,star
HIP73499,HIP 73499,15.022478,29.505471,9.32,star
HIP73500,HIP 73500,15.022949,-71.490811,6.72,star
HIP73501,HIP 73501,15.023074,-26.96644,9.43,star
HIP73502,HIP 73502,15.023276,45.776185,8.86,star
HIP73503,HIP 73503,15.023562,10.362576,8.63,star
HIP73504,HIP 73504,15.023793,-65.914022,7.6,star
HIP73505,HIP 73505,15.023864,-32.698166,9.31,star
HIP73506,HIP 73506,15.023973,49.194781,7.25,star
HIP73507,HIP 73507,15.024195,60.204453,5.91,star
HIP73508,HIP 73508,15.024245,-12.672925,9.07,star
HIP73509,HIP 73509,15.024482,2.708276,10.07,star
HIP73510,HIP 73510,15.024635,77.30227,9.04,star
HIP73511,HIP 73511,15.024808,-35.413645,9.52,star
HIP73512,HIP 73512,15.024992,15.868888,9.13,star
HIP73513,HIP 73513,15.0251,-21.110206,9.1,star
HIP73514,HIP 73514,15.025263,-18.803245,7.94,star
HIP73515,HIP 73515,15.025437,42.639954,8.87,star
HIP73516,HIP 73516,15.025926,-13.332309,9.64,star
HIP73517,HIP 73517,15.026129,-15.934147,8.61,star
HIP73518,HIP 73518,15.026484,-3.164255,6.68,star
HIP73519,HIP 73519,15.026579,-59.644517,9.11,star
HIP73520,HIP 73520,15.026647,-63.926977,7.38,star
HIP73521,HIP 73521,15.026993,-28.794735,10.02,star
HIP73522,HIP 73522,15.027326,-56.260182,6.89,star
HIP73523,HIP 73523,15.027372,-8.462789,9.43,star
HIP73524,HIP 73524,15.028018,-50.395142,8.78,star
HIP73525,HIP 73525,15.028283,55.22312,8.98,star
HIP73526,HIP 73526,15.02868,-45.825575,8.36,star
HIP73527,HIP 73527,15.028796,-21.235562,8.8,star
HIP73528,HIP 73528,15.028873,0.714829,7.74,star
HIP73529,HIP 73529,15.029214,5.631745,9.94,star
HIP73530,HIP 73530,15.02923,35.681713,8.95,star
HIP73532,HIP 73532,15.029287,-26.197473,8.72,star
HIP73531,HIP 73531,15.029337,5.636465,10.86,star
HIP73534,HIP 73534,15.030132,-41.818072,8.09,star
HIP73535,HIP 73535,15.030191,-31.544026,7.72,star
HIP73536,HIP 73536,15.030255,-0.140295,5.71,star
HIP73537,HIP 73537,15.030372,13.265278,9.21,star
HIP73538,HIP 73538,15.030382,-32.316219,9.56,star
HIP73539,HIP 73539,15.030419,41.186039,10.57,star
HIP73540,Pi 1Oct,15.030754,-83.227646,5.65,star
HIP73541,HIP 73541,15.030837,-11.094351,9.64,star
HIP73542,HIP 73542,15.031091,15.781283,9.36,star
HIP73543,HIP 73543,15.031187,15.788384,8.84,star
HIP73544,HIP 73544,15.031201,3.360493,8.48,star
HIP73545,HIP 73545,15.031391,-38.317311,8.73,star
HIP73547,HIP 73547,15.031465,-47.007473,7.74,star
HIP73546,HIP 73546,15.031472,-47.247935,9.9,star
HIP73548,HIP 73548,15.031501,53.600318,9.86,star
HIP73549,HIP 73549,15.031664,43.541833,8.15,star
HIP73550,HIP 73550,15.031861,-47.246343,11.58,star
HIP73551,HIP 73551,15.032026,-67.398731,8.79,star
HIP73552,HIP 73552,15.032117,22.018947,9.48,star
HIP73553,HIP 73553,15.032343,-27.729178,8.72,star
HIP73554,HIP 73554,15.032395,40.60053,8.76,star
HIP73555,Nekkar,15.032436,40.390566,3.49,star
HIP73556,HIP 73556,15.032486,-47.153336,7.55,star
HIP73557,HIP 73557,15.032484,-51.918324,7.39,star
HIP73558,HIP 73558,15.032709,17.408382,9.24,star
HIP73559,HIP 73559,15.032801,-34.358875,6.21,star
HIP73560,HIP 73560,15.033433,-32.513162,8.95,star
HIP73561,HIP 73561,15.033766,38.927065,8.15,star
HIP73562,HIP 73562,15.03381,-30.120228,10.61,star
HIP73563,HIP 73563,15.033874,9.187382,8.26,star
HIP73564,HIP 73564,15.034231,50.653891,9.74,star
HIP73565,HIP 73565,15.034509,-8.344716,6.7,star
HIP73566,60    Hya,15.035119,-28.060611,5.83,star
HIP73567,HIP 73567,15.035123,42.052347,7.88,star
HIP73568,41Ome Boo,15.035141,25.008138,4.8,star
HIP73569,HIP 73569,15.035395,12.169363,9.98,star
HIP73570,HIP 73570,15.035428,-2.011602,8.87,star
HIP73571,HIP 73571,15.035715,-7.575299,6.38,star
HIP73572,HIP 73572,15.037011,-61.87722,9.52,star
HIP73573,HIP 73573,15.037316,-31.591506,8.15,star
HIP73574,HIP 73574,15.037515,15.084916,8.18,star
HIP73575,HIP 73575,15.037612,-39.915668,8.82,star
HIP73576,HIP 73576,15.038248,-80.27761,8.89,star
HIP73577,HIP 73577,15.038646,19.39059,8.76,star
HIP73578,HIP 73578,15.03907,65.96504,7.8,star
HIP73579,HIP 73579,15.039331,-41.690614,7.59,star
HIP73580,HIP 73580,15.039765,-56.623984,8.03,star
HIP73581,HIP 73581,15.039792,44.507682,8.99,star
HIP73582,HIP 73582,15.040599,67.904477,8.29,star
HIP73583,HIP 73583,15.04091,34.040928,10.65,star
HIP73584,HIP 73584,15.041354,-61.627535,9.3,star
HIP73586,HIP 73586,15.041461,33.274358,7.17,star
HIP73585,HIP 73585,15.041461,47.743387,8.67,star
HIP73587,HIP 73587,15.04166,-7.840426,6.59,star
HIP73588,HIP 73588,15.041685,-22.014104,7.85,star
HIP73589,HIP 73589,15.041852,31.683852,6.6,star
HIP73590,HIP 73590,15.04203,51.619604,7.21,star
HIP73591,HIP 73591,15.042237,21.079419,10.54,star
HIP73592,HIP 73592,15.04237,1.031227,8.38,star
HIP73593,HIP 73593,15.042516,16.054956,7.01,star
HIP73594,HIP 73594,15.042568,-12.414325,10.1,star
HIP73595,HIP 73595,15.042989,-41.573688,8.27,star
HIP73596,HIP 73596,15.043407,27.418107,9.35,star
HIP73597,HIP 73597,15.043518,-43.452887,9.32,star
HIP73598,HIP 73598,15.043579,-55.313177,8.92,star
HIP73599,HIP 73599,15.04403,17.805588,10.94,star
HIP73600,HIP 73600,15.044145,67.20986,9.06,star
HIP73601,HIP 73601,15.044422,-4.564484,9.05,star
HIP73602,HIP 73602,15.044656,-29.004876,8.75,star
HIP73603,HIP 73603,15.044955,-67.310875,9.35,star
HIP73604,HIP 73604,15.045184,-25.088566,8.4,star
HIP73605,HIP 73605,15.045526,-48.536616,9.34,star
HIP73606,HIP 73606,15.045683,-18.444559,9.13,star
HIP73607,HIP 73607,15.045777,18.172038,11.27,star
HIP73608,HIP 73608,15.045797,-3.031388,6.6,star
HIP73609,HIP 73609,15.045819,-63.686812,8.61,star
HIP73610,HIP 73610,15.045898,20.441018,8.94,star
HIP73611,HIP 73611,15.045989,-21.830094,8.86,star
HIP73612,HIP 73612,15.046138,37.910114,10.25,star
HIP73613,HIP 73613,15.046323,-15.050094,8.4,star
HIP73614,HIP 73614,15.046988,7.911874,8.33,star
HIP73615,HIP 73615,15.047646,-10.392353,7.63,star
HIP73616,HIP 73616,15.047727,-61.812292,9.93,star
HIP73617,HIP 73617,15.048016,1.617898,8.93,star
HIP73619,HIP 73619,15.048051,10.667455,9.11,star
HIP73618,HIP 73618,15.048087,56.369088,9.53,star
HIP73620,110    Vir,15.048344,2.091303,4.39,star
HIP73621,HIP 73621,15.04909,13.978916,10.73,star
HIP73622,HIP 73622,15.049284,-47.941985,6.86,star
HIP73623,HIP 73623,15.049678,65.778276,7.33,star
HIP73624,HIP 73624,15.049799,-32.643294,5.45,star
HIP73625,HIP 73625,15.050145,-61.745339,9.49,star
HIP73626,HIP 73626,15.050182,8.684318,11.39,star
HIP73627,HIP 73627,15.050209,38.865897,8.66,star
HIP73628,HIP 73628,15.050223,47.731322,8.51,star
HIP73629,HIP 73629,15.050422,23.989456,8.59,star
HIP73630,HIP 73630,15.050531,-50.769865,10.12,star
HIP73631,HIP 73631,15.051012,-46.29382,9.87,star
HIP73632,HIP 73632,15.051411,19.089337,8.66,star
HIP73633,HIP 73633,15.051693,-41.992559,8.98,star
HIP73634,HIP 73634,15.051683,35.205795,5.52,star
HIP73635,HIP 73635,15.051771,28.267246,7.04,star
HIP73636,HIP 73636,15.05179,-17.63295,6.93,star
HIP73637,HIP 73637,15.051827,44.644518,6.59,star
HIP73638,HIP 73638,15.052247,-12.857629,7.69,star
HIP73639,HIP 73639,15.052409,-42.614971,10.0,star
HIP73640,HIP 73640,15.052504,-38.109094,9.03,star
HIP73641,HIP 73641,15.052636,7.671591,9.38,star
HIP73642,HIP 73642,15.05267,7.675262,10.53,star
HIP73643,HIP 73643,15.052823,43.187476,9.82,star
HIP73644,HIP 73644,15.052903,52.140331,8.47,star
HIP73645,HIP 73645,15.053615,-70.787085,7.54,star
HIP73646,HIP 73646,15.053621,17.975653,7.21,star
HIP73647,HIP 73647,15.054153,-56.75716,8.67,star
HIP73648,HIP 73648,15.054337,-44.247086,9.55,star
HIP73649,HIP 73649,15.054721,-17.595291,11.77,star
HIP73650,HIP 73650,15.055042,-36.924618,7.77,star
HIP73651,HIP 73651,15.055067,46.781342,9.35,star
HIP73652,HIP 73652,15.05568,4.834133,7.64,star
HIP73653,HIP 73653,15.055798,-41.271528,7.4,star
HIP73654,HIP 73654,15.05601,56.035083,6.86,star
HIP73655,HIP 73655,15.056219,0.889647,6.91,star
HIP73656,HIP 73656,15.056782,7.060239,9.55,star
HIP73657,HIP 73657,15.056861,33.57116,8.08,star
HIP73659,HIP 73659,15.057199,62.646761,9.99,star
HIP73658,HIP 73658,15.057224,-43.08927,8.57,star
HIP73660,HIP 73660,15.057266,-29.047697,8.74,star
HIP73661,HIP 73661,15.057427,60.025581,6.69,star
HIP73662,HIP 73662,15.057578,25.427149,9.71,star
HIP73663,HIP 73663,15.057821,35.92473,9.56,star
HIP73664,HIP 73664,15.057906,-3.1683,8.59,star
HIP73665,HIP 73665,15.058386,45.654329,9.0,star
HIP73666,HIP 73666,15.05887,-31.376229,7.94,star
HIP73667,HIP 73667,15.058887,-40.589695,8.82,star
HIP73668,HIP 73668,15.059075,46.164757,9.3,star
HIP73669,HIP 73669,15.059074,-44.587102,11.38,star
HIP73670,HIP 73670,15.059351,-16.592196,7.79,star
HIP73671,HIP 73671,15.059568,82.824572,7.63,star
HIP73672,HIP 73672,15.059626,-35.942761,6.65,star
HIP73673,HIP 73673,15.059686,15.421708,8.09,star
HIP73674,HIP 73674,15.059943,-27.840994,7.66,star
HIP73675,HIP 73675,15.060137,34.565761,6.59,star
HIP73676,HIP 73676,15.060252,-7.57136,7.49,star
HIP73677,HIP 73677,15.060224,44.990366,8.85,star
HIP73678,HIP 73678,15.060555,3.748205,8.32,star
HIP73679,HIP 73679,15.060575,-24.596166,10.24,star
HIP73680,HIP 73680,15.060764,82.348802,8.73,star
HIP73681,HIP 73681,15.060795,41.407128,9.24,star
HIP73682,HIP 73682,15.060911,-29.848157,8.64,star
HIP73683,HIP 73683,15.061218,2.386304,8.78,star
HIP73684,HIP 73684,15.061295,59.540398,8.49,star
HIP73685,HIP 73685,15.061537,-66.175356,8.18,star
HIP73686,HIP 73686,15.061889,14.006115,9.98,star
HIP73687,HIP 73687,15.062072,-35.358714,9.35,star
HIP73688,HIP 73688,15.062282,12.49435,9.15,star
HIP73690,HIP 73690,15.062357,-3.599525,9.94,star
HIP73689,HIP 73689,15.062361,79.1879,8.98,star
HIP73691,HIP 73691,15.062369,11.686035,10.38,star
HIP73692,HIP 73692,15.062543,-16.346962,9.67,star
HIP73693,HIP 73693,15.062873,-53.958363,8.53,star
HIP73694,HIP 73694,15.063107,-26.614403,10.03,star
HIP73695,Quadrans,15.063174,47.65406,4.83,star
HIP73696,HIP 73696,15.063421,-29.227633,10.3,star
HIP73697,HIP 73697,15.063497,-70.037124,8.69,star
HIP73698,HIP 73698,15.06351,-38.318677,8.58,star
HIP73702,HIP 73702,15.063585,-66.814478,9.71,star
HIP73699,HIP 73699,15.063689,27.081153,6.8,star
HIP73700,HIP 73700,15.063691,26.038738,7.29,star
HIP73701,HIP 73701,15.063734,-9.303527,9.09,star
HIP73703,HIP 73703,15.063833,-44.929534,8.81,star
HIP73704,HIP 73704,15.064955,16.99227,10.7,star
HIP73705,HIP 73705,15.06591,13.107116,8.67,star
HIP73706,HIP 73706,15.066041,65.919714,6.22,star
HIP73707,HIP 73707,15.066104,9.911331,10.05,star
HIP73708,HIP 73708,15.06681,-2.851417,10.22,star
HIP73709,HIP 73709,15.066868,3.918067,8.96,star
HIP73710,HIP 73710,15.067213,-28.061509,7.73,star
HIP73711,HIP 73711,15.067293,-54.339178,9.07,star
HIP73712,HIP 73712,15.067416,29.629459,9.96,star
HIP73713,HIP 73713,15.067734,10.73513,7.88,star
HIP73714,Brachium,15.067839,-25.281965,3.25,star
HIP73715,HIP 73715,15.068408,77.371844,7.68,star
HIP73716,HIP 73716,15.068455,5.492832,7.15,star
HIP73717,HIP 73717,15.068596,-6.887361,7.72,star
HIP73718,HIP 73718,15.068982,-52.213216,7.96,star
HIP73719,HIP 73719,15.069103,-53.260359,8.44,star
HIP73720,HIP 73720,15.069151,-15.461438,8.23,star
HIP73721,HIP 73721,15.069665,14.758018,8.95,star
HIP73722,HIP 73722,15.070048,-0.2719,9.7,star
HIP73723,HIP 73723,15.070414,36.682906,9.6,star
HIP73724,HIP 73724,15.070624,-15.497686,8.03,star
HIP73725,HIP 73725,15.071066,39.208404,9.71,star
HIP73726,HIP 73726,15.071127,29.078518,7.85,star
HIP73727,HIP 73727,15.071229,-54.260787,11.09,star
HIP73728,HIP 73728,15.071242,-63.202876,8.16,star
HIP73729,HIP 73729,15.071469,-11.024764,8.21,star
HIP73730,HIP 73730,15.071562,59.535053,7.4,star
HIP73731,HIP 73731,15.071798,23.167482,9.21,star
HIP73732,HIP 73732,15.071819,-55.623985,11.28,star
HIP73733,HIP 73733,15.071861,-8.2678,9.46,star
HIP73734,HIP 73734,15.071916,60.384586,11.0,star
HIP73735,HIP 73735,15.072133,20.73173,9.49,star
HIP73736,HIP 73736,15.072243,13.647261,8.0,star
HIP73737,HIP 73737,15.072951,-24.144554,8.66,star
HIP73738,HIP 73738,15.073015,-53.622646,7.84,star
HIP73739,HIP 73739,15.073254,-36.66752,9.8,star
HIP73740,HIP 73740,15.073276,-56.917,7.4,star
HIP73741,HIP 73741,15.073472,-0.90551,8.2,star
HIP73742,HIP 73742,15.073854,-47.977068,8.61,star
HIP73743,HIP 73743,15.073857,-9.004858,9.64,star
HIP73744,HIP 73744,15.074023,-39.948984,9.15,star
HIP73745,43Psi Boo,15.074098,26.947649,4.52,star
HIP73746,HIP 73746,15.07413,28.086855,10.47,star
HIP73747,HIP 73747,15.074452,-8.046923,7.31,star
HIP73748,HIP 73748,15.074837,19.841333,7.62,star
HIP73749,HIP 73749,15.074954,-57.698441,7.37,star
HIP73750,HIP 73750,15.075061,27.5853,10.29,star
HIP73751,HIP 73751,15.075247,-17.903619,7.93,star
HIP73752,HIP 73752,15.075639,-49.436167,8.82,star
HIP73753,HIP 73753,15.075734,-17.903674,8.76,star
HIP73754,HIP 73754,15.075855,-28.300174,7.18,star
HIP73755,HIP 73755,15.076031,-62.88996,8.31,star
HIP73756,HIP 73756,15.076534,-60.355373,9.55,star
HIP73757,HIP 73757,15.07659,0.64065,8.35,star
HIP73758,HIP 73758,15.076723,-43.897534,7.92,star
HIP73759,HIP 73759,15.077562,-27.06931,8.74,star
HIP73760,HIP 73760,15.077782,-11.66494,8.4,star
HIP73761,HIP 73761,15.0778,-30.522118,9.02,star
HIP73762,HIP 73762,15.077819,48.829976,9.35,star
HIP73763,HIP 73763,15.078503,-33.61204,8.86,star
HIP73764,HIP 73764,15.078583,-40.86133,6.29,star
HIP73765,HIP 73765,15.078756,38.605227,7.49,star
HIP73766,HIP 73766,15.079009,-14.997326,7.91,star
HIP73767,HIP 73767,15.079063,-6.175663,9.45,star
HIP73768,HIP 73768,15.079208,25.460265,8.18,star
HIP73769,HIP 73769,15.079244,-62.775223,8.45,star
HIP73770,HIP 73770,15.07958,22.415203,7.79,star
HIP73772,HIP 73772,15.079711,-51.25137,8.67,star
HIP73771,Pi 2Oct,15.079711,-83.038311,5.65,star
HIP73773,HIP 73773,15.079767,64.81214,9.46,star
HIP73774,HIP 73774,15.07986,-37.507401,8.4,star
HIP73775,HIP 73775,15.079964,-59.794875,8.28,star
HIP73776,Eta Cir,15.08003,-64.03135,5.16,star
HIP73777,HIP 73777,15.080255,-39.823236,9.73,star
HIP73778,HIP 73778,15.080265,-68.126098,9.41,star
HIP73779,HIP 73779,15.080431,-35.926108,8.59,star
HIP73780,HIP 73780,15.080674,-53.359982,9.27,star
HIP73781,HIP 73781,15.080898,-8.815693,9.47,star
HIP73782,HIP 73782,15.081034,-54.336886,10.8,star
HIP73783,HIP 73783,15.08121,-31.279021,8.73,star
HIP73784,HIP 73784,15.081336,70.765758,7.87,star
HIP73785,HIP 73785,15.081343,-63.326192,7.2,star
HIP73786,HIP 73786,15.081536,5.638097,9.83,star
HIP73787,HIP 73787,15.081664,-18.590925,9.5,star
HIP73788,HIP 73788,15.082039,-64.432529,9.52,star
HIP73791,HIP 73791,15.082139,-86.471499,7.69,star
HIP73789,HIP 73789,15.08215,-49.178394,7.85,star
HIP73790,HIP 73790,15.082164,8.559652,8.74,star
HIP73792,HIP 73792,15.08224,-42.343938,9.41,star
HIP73793,HIP 73793,15.08231,34.467482,8.85,star
HIP73794,HIP 73794,15.082497,-12.395573,8.99,star
HIP73795,HIP 73795,15.082561,-23.168522,10.08,star
HIP73796,HIP 73796,15.082851,-83.647553,8.18,star
HIP73797,HIP 73797,15.082861,24.485022,10.48,star
HIP73798,HIP 73798,15.08284,-32.847828,9.93,star
HIP73799,HIP 73799,15.082991,76.639848,8.23,star
HIP73800,HIP 73800,15.08321,4.088096,9.85,star
HIP73801,HIP 73801,15.083403,41.109438,7.56,star
HIP73802,HIP 73802,15.083873,7.239663,10.68,star
HIP73804,HIP 73804,15.084849,-43.13285,8.68,star
HIP73803,HIP 73803,15.084861,79.060502,12.19,star
HIP73805,HIP 73805,15.085086,-32.271247,9.79,star
HIP73806,HIP 73806,15.085273,-40.183124,8.99,star
HIP73807,Pi  Lup,15.085303,-47.051245,3.91,star
HIP73808,HIP 73808,15.085359,73.891872,7.56,star
HIP73809,HIP 73809,15.085542,30.838146,9.27,star
HIP73810,HIP 73810,15.085993,-73.869633,8.64,star
HIP73811,HIP 73811,15.086135,-40.56932,7.45,star
HIP73812,HIP 73812,15.086349,-72.189618,7.23,star
HIP73813,HIP 73813,15.086655,-32.111627,10.18,star
HIP73814,HIP 73814,15.086796,-40.931386,9.99,star
HIP73815,HIP 73815,15.087014,6.28991,8.18,star
HIP73817,HIP 73817,15.087221,-60.467133,8.11,star
HIP73816,HIP 73816,15.087325,79.059492,9.38,star
HIP73818,HIP 73818,15.087414,9.978728,10.02,star
HIP73819,HIP 73819,15.087896,21.825721,9.67,star
HIP73820,HIP 73820,15.088001,-23.013321,7.53,star
HIP73821,HIP 73821,15.08803,2.016884,8.05,star
HIP73822,HIP 73822,15.088156,-19.60466,9.18,star
HIP73823,HIP 73823,15.088303,0.493973,7.95,star
HIP73824,HIP 73824,15.08842,-29.990374,7.06,star
HIP73825,HIP 73825,15.088558,64.420578,8.56,star
HIP73826,HIP 73826,15.088656,-41.067236,5.13,star
HIP73827,HIP 73827,15.088828,-18.625979,9.18,star
HIP73828,HIP 73828,15.088893,-66.24505,8.94,star
HIP73830,HIP 73830,15.088917,-23.776357,7.99,star
HIP73829,HIP 73829,15.088925,39.953762,9.46,star
HIP73831,HIP 73831,15.088937,32.342276,8.17,star
HIP73832,HIP 73832,15.08915,-22.990212,9.9,star
HIP73833,HIP 73833,15.089285,-48.171717,8.22,star
HIP73834,HIP 73834,15.08944,-78.167198,7.67,star
HIP73835,HIP 73835,15.089571,-26.851782,8.37,star
HIP73836,HIP 73836,15.089612,13.639096,9.32,star
HIP73837,HIP 73837,15.08994,55.677312,7.69,star
HIP73838,HIP 73838,15.090196,-65.091092,10.17,star
HIP73839,HIP 73839,15.090217,49.671737,8.99,star
HIP73840,HIP 73840,15.090372,-10.59576,9.52,star
HIP73841,47    Boo,15.090515,48.150972,5.59,star
HIP73842,HIP 73842,15.090764,-23.683096,10.31,star
HIP73843,HIP 73843,15.091447,-5.009666,8.83,star
HIP73844,HIP 73844,15.09158,11.857164,7.75,star
HIP73845,HIP 73845,15.091591,43.508149,9.12,star
HIP73846,HIP 73846,15.091921,-7.013581,7.56,star
HIP73847,HIP 73847,15.092205,-13.501717,9.61,star
HIP73848,HIP 73848,15.092597,-38.568419,9.42,star
HIP73849,HIP 73849,15.092637,11.631258,8.35,star
HIP73850,HIP 73850,15.092751,-30.550864,6.48,star
HIP73851,HIP 73851,15.093285,-34.54033,8.68,star
HIP73852,HIP 73852,15.093436,-1.315869,8.31,star
HIP73853,HIP 73853,15.093629,-0.746844,8.92,star
HIP73854,HIP 73854,15.093731,45.397198,10.53,star
HIP73855,HIP 73855,15.093984,-35.769344,11.19,star
HIP73856,HIP 73856,15.094272,-6.590607,10.26,star
HIP73857,HIP 73857,15.094518,-28.714763,8.83,star
HIP73858,HIP 73858,15.094549,20.39317,8.54,star
HIP73859,HIP 73859,15.094724,-4.368468,9.1,star
HIP73860,HIP 73860,15.094881,-55.677411,10.68,star
HIP73861,HIP 73861,15.095139,-6.843232,9.59,star
HIP73862,HIP 73862,15.095215,-1.985398,7.33,star
HIP73863,HIP 73863,15.095888,5.193419,9.95,star
HIP73864,HIP 73864,15.096099,71.882712,7.46,star
