# Stars — format: id,name,ra_hours,dec_degrees,magnitude,type
# To expand: replace with HYG Database CSV (github.com/astronexus/HYG-Database)
# Stars from HYG Database — id,name,ra_hours,dec_degrees,magnitude,type
HIP8447,HIP 8447,1.81504,-20.892944,10.43,star
HIP8448,HIP 8448,1.815154,16.377464,7.58,star
HIP8449,HIP 8449,1.815684,-51.577506,9.94,star
HIP8450,HIP 8450,1.815725,62.541399,10.96,star
HIP8451,HIP 8451,1.816042,-15.428065,9.82,star
HIP8452,HIP 8452,1.816199,53.100638,9.49,star
HIP8453,HIP 8453,1.816253,-32.344179,11.04,star
HIP8454,HIP 8454,1.81676,1.331529,7.37,star
HIP8455,HIP 8455,1.817047,-17.765138,9.48,star
HIP8456,HIP 8456,1.81726,-53.309203,9.48,star
HIP8457,HIP 8457,1.817578,-62.228878,9.45,star
HIP8458,HIP 8458,1.81798,66.785123,9.17,star
HIP8459,HIP 8459,1.818084,-15.581881,8.65,star
HIP8460,HIP 8460,1.818236,-18.477362,8.23,star
HIP8461,HIP 8461,1.818401,45.050395,8.32,star
HIP8462,HIP 8462,1.818887,-53.011394,9.15,star
HIP8463,HIP 8463,1.819079,-17.994067,8.78,star
HIP8464,HIP 8464,1.819273,-34.294815,9.68,star
HIP8465,HIP 8465,1.819543,12.390284,9.25,star
HIP8466,HIP 8466,1.819598,24.723978,8.27,star
HIP8468,HIP 8468,1.819671,34.059958,8.93,star
HIP8467,HIP 8467,1.819669,9.276941,8.18,star
HIP8469,HIP 8469,1.819837,-88.357424,7.94,star
HIP8470,HIP 8470,1.820158,-74.010294,12.09,star
HIP8471,HIP 8471,1.820254,34.904182,8.3,star
HIP8472,HIP 8472,1.820362,-63.516606,8.45,star
HIP8473,HIP 8473,1.820755,41.989133,8.69,star
HIP8474,HIP 8474,1.820915,65.881989,9.76,star
HIP8475,HIP 8475,1.820986,47.896924,6.01,star
HIP8476,HIP 8476,1.82115,35.440383,8.14,star
HIP8477,HIP 8477,1.821384,-44.241299,7.92,star
HIP8478,HIP 8478,1.821724,39.451882,8.6,star
HIP8479,HIP 8479,1.821782,-46.491766,8.87,star
HIP8480,HIP 8480,1.822059,-31.072463,6.35,star
HIP8481,HIP 8481,1.822128,-35.299531,9.19,star
HIP8482,HIP 8482,1.822217,53.876673,11.51,star
HIP8483,HIP 8483,1.822528,53.874969,9.2,star
HIP8484,HIP 8484,1.82282,-27.774286,8.02,star
HIP8485,HIP 8485,1.822958,-72.411874,7.82,star
HIP8486,HIP 8486,1.823155,-10.70356,6.72,star
HIP8487,HIP 8487,1.824052,71.739828,9.58,star
HIP8488,HIP 8488,1.824076,33.015895,8.71,star
HIP8489,HIP 8489,1.824095,17.783056,11.17,star
HIP8490,HIP 8490,1.824214,26.472638,6.9,star
HIP8491,HIP 8491,1.824501,24.680197,8.3,star
HIP8492,HIP 8492,1.824636,66.006906,9.17,star
HIP8493,HIP 8493,1.824831,-19.01342,9.54,star
HIP8494,HIP 8494,1.825072,5.626363,8.37,star
HIP8495,HIP 8495,1.825244,28.698886,10.97,star
HIP8496,HIP 8496,1.825498,28.693157,8.64,star
HIP8497,53Chi Cet,1.826418,-10.68641,4.66,star
HIP8498,HIP 8498,1.826537,-46.76867,7.93,star
HIP8499,HIP 8499,1.826635,-81.359082,7.48,star
HIP8500,HIP 8500,1.826886,78.27033,9.41,star
HIP8501,HIP 8501,1.827193,-34.45913,8.57,star
HIP8502,HIP 8502,1.827312,69.126719,9.73,star
HIP8503,HIP 8503,1.827665,53.91467,9.01,star
HIP8504,HIP 8504,1.827855,-14.232607,8.23,star
HIP8505,HIP 8505,1.828177,-68.779488,9.65,star
HIP8506,HIP 8506,1.828275,67.659617,8.16,star
HIP8508,HIP 8508,1.828515,-63.385059,8.44,star
HIP8507,HIP 8507,1.828589,-18.936069,8.89,star
HIP8509,HIP 8509,1.828719,-10.374187,8.38,star
HIP8510,HIP 8510,1.829084,-44.80314,9.25,star
HIP8511,HIP 8511,1.829106,-42.597354,9.09,star
HIP8512,HIP 8512,1.829992,-64.385964,7.43,star
HIP8513,HIP 8513,1.830017,60.793549,10.64,star
HIP8514,HIP 8514,1.83024,-38.402797,6.37,star
HIP8515,HIP 8515,1.830862,45.271967,8.2,star
HIP8516,HIP 8516,1.831118,7.872997,8.29,star
HIP8517,HIP 8517,1.831207,-27.008018,9.49,star
HIP8518,HIP 8518,1.831276,-16.772319,9.7,star
HIP8519,HIP 8519,1.831421,80.886446,7.07,star
HIP8520,HIP 8520,1.831541,85.21555,8.11,star
HIP8521,HIP 8521,1.831839,-4.85957,8.36,star
HIP8522,HIP 8522,1.831962,25.746251,8.56,star
HIP8523,HIP 8523,1.832173,-22.320394,10.26,star
HIP8524,HIP 8524,1.832218,7.223541,7.43,star
HIP8525,HIP 8525,1.832325,76.992311,8.07,star
HIP8526,HIP 8526,1.832652,-29.040888,7.2,star
HIP8527,HIP 8527,1.832747,-35.540175,8.47,star
HIP8528,HIP 8528,1.833078,27.46459,8.16,star
HIP8529,HIP 8529,1.83316,62.151007,8.07,star
HIP8530,HIP 8530,1.833389,-76.090936,8.57,star
HIP8531,HIP 8531,1.83362,-6.71665,8.73,star
HIP8532,HIP 8532,1.833643,14.226077,8.81,star
HIP8533,HIP 8533,1.833689,74.933271,9.39,star
HIP8534,HIP 8534,1.833722,-38.830825,8.2,star
HIP8535,HIP 8535,1.834199,44.300678,8.41,star
HIP8536,HIP 8536,1.834547,36.826021,10.69,star
HIP8537,HIP 8537,1.834575,-13.704243,8.26,star
HIP8539,HIP 8539,1.83485,14.351369,8.5,star
HIP8540,HIP 8540,1.834994,38.560985,8.62,star
HIP8541,HIP 8541,1.835079,-54.464963,7.88,star
HIP8542,HIP 8542,1.835489,-12.679558,8.32,star
HIP8543,HIP 8543,1.835523,29.464575,8.06,star
HIP8544,1    Ari,1.835714,22.275338,5.83,star
HIP8545,HIP 8545,1.836584,27.032969,8.15,star
HIP8546,HIP 8546,1.837188,-61.013964,9.84,star
HIP8547,HIP 8547,1.837318,-58.939622,7.36,star
HIP8548,HIP 8548,1.837624,-6.704091,7.07,star
HIP8549,HIP 8549,1.837728,-12.886899,6.88,star
HIP8550,HIP 8550,1.838009,-87.22849,9.22,star
HIP8551,HIP 8551,1.838451,48.515691,8.3,star
HIP8552,HIP 8552,1.83893,-47.816392,6.14,star
HIP8553,HIP 8553,1.838973,-23.77187,8.44,star
HIP8554,HIP 8554,1.839288,-22.767584,8.66,star
HIP8555,HIP 8555,1.839458,42.109365,9.02,star
HIP8556,HIP 8556,1.839603,-22.177032,10.54,star
HIP8557,HIP 8557,1.839977,30.803518,7.96,star
HIP8559,HIP 8559,1.840064,-73.770355,8.56,star
HIP8558,HIP 8558,1.840121,-71.949071,9.01,star
HIP8560,HIP 8560,1.840387,-16.112183,10.34,star
HIP8561,HIP 8561,1.840443,-62.957889,7.39,star
HIP8562,HIP 8562,1.840562,-50.286283,9.48,star
HIP8563,HIP 8563,1.841285,-42.507609,7.61,star
HIP8564,HIP 8564,1.841343,-12.342582,7.57,star
HIP8565,HIP 8565,1.841465,53.742776,7.95,star
HIP8566,HIP 8566,1.841548,-3.694572,8.01,star
HIP8567,HIP 8567,1.841621,38.303085,7.58,star
HIP8568,HIP 8568,1.841704,15.201543,9.52,star
HIP8569,HIP 8569,1.841823,12.01636,8.68,star
HIP8570,HIP 8570,1.841913,55.217443,8.03,star
HIP8571,HIP 8571,1.842262,27.934962,8.36,star
HIP8572,HIP 8572,1.842401,-9.350786,10.34,star
HIP8573,HIP 8573,1.842529,-20.043892,9.26,star
HIP8574,HIP 8574,1.842767,-17.650091,9.92,star
HIP8575,HIP 8575,1.843156,37.809994,8.58,star
HIP8576,HIP 8576,1.843307,30.472259,8.58,star
HIP8578,HIP 8578,1.843593,-54.009503,9.51,star
HIP8577,HIP 8577,1.843577,-62.070752,9.0,star
HIP8579,HIP 8579,1.843695,-4.954177,8.97,star
HIP8580,HIP 8580,1.843793,-2.062277,8.02,star
HIP8581,HIP 8581,1.845781,36.051339,7.88,star
HIP8582,HIP 8582,1.845916,55.91883,8.96,star
HIP8583,HIP 8583,1.846247,-47.495428,9.77,star
HIP8584,HIP 8584,1.846736,40.39848,8.85,star
HIP8585,HIP 8585,1.847074,55.910477,9.89,star
HIP8586,HIP 8586,1.847636,58.467559,7.78,star
HIP8589,HIP 8589,1.847773,-32.244975,9.32,star
HIP8588,HIP 8588,1.84777,11.043378,5.92,star
HIP8587,HIP 8587,1.847801,6.528536,8.45,star
HIP8590,HIP 8590,1.847913,-12.203645,11.69,star
HIP8591,HIP 8591,1.848079,35.845013,7.13,star
HIP8592,HIP 8592,1.848096,20.592055,9.08,star
HIP8593,HIP 8593,1.848459,-50.206138,5.94,star
HIP8594,HIP 8594,1.848874,52.607681,8.61,star
HIP8596,HIP 8596,1.848874,-0.287861,8.59,star
HIP8595,HIP 8595,1.848876,-50.664146,9.1,star
HIP8597,HIP 8597,1.849011,6.006757,7.72,star
HIP8598,HIP 8598,1.849198,51.933417,5.96,star
HIP8599,HIP 8599,1.849505,-4.591222,11.79,star
HIP8600,HIP 8600,1.849588,25.851306,8.08,star
HIP8601,HIP 8601,1.849641,56.977098,9.26,star
HIP8602,HIP 8602,1.849798,-54.280671,7.42,star
HIP8603,HIP 8603,1.849887,64.846801,10.75,star
HIP8604,HIP 8604,1.84994,54.050599,8.59,star
HIP8605,HIP 8605,1.850283,4.220566,8.35,star
HIP8606,HIP 8606,1.850401,37.554186,7.79,star
HIP8607,HIP 8607,1.850538,21.122885,9.28,star
HIP8608,HIP 8608,1.850553,21.115507,8.99,star
HIP8609,HIP 8609,1.850715,47.419539,7.27,star
HIP8610,HIP 8610,1.850978,-59.96762,9.88,star
HIP8611,HIP 8611,1.850992,-5.4697,9.28,star
HIP8612,HIP 8612,1.851916,8.548433,7.8,star
HIP8613,HIP 8613,1.851917,-29.708239,10.07,star
HIP8614,HIP 8614,1.851952,59.888207,10.59,star
HIP8615,HIP 8615,1.852054,43.525208,7.68,star
HIP8616,HIP 8616,1.852247,-78.529919,8.7,star
HIP8617,HIP 8617,1.85236,6.725104,8.91,star
HIP8618,HIP 8618,1.852581,38.023946,7.27,star
HIP8619,HIP 8619,1.852629,20.514372,6.7,star
HIP8620,HIP 8620,1.853185,-24.428365,8.99,star
HIP8622,HIP 8622,1.853704,24.652161,7.16,star
HIP8621,HIP 8621,1.853765,-37.372317,10.53,star
HIP8623,HIP 8623,1.853913,-63.284705,9.19,star
HIP8624,HIP 8624,1.853993,81.374626,7.42,star
HIP8625,HIP 8625,1.854062,-30.90278,7.2,star
HIP8626,HIP 8626,1.854701,64.854952,6.54,star
HIP8627,HIP 8627,1.854924,-49.973971,8.78,star
HIP8628,HIP 8628,1.85494,38.835613,7.91,star
HIP8629,HIP 8629,1.855366,60.353616,7.98,star
HIP8630,HIP 8630,1.85539,67.631484,9.77,star
HIP8631,HIP 8631,1.855622,-38.009507,11.48,star
HIP8632,HIP 8632,1.855605,64.862638,9.17,star
HIP8634,HIP 8634,1.855814,-43.367737,9.25,star
HIP8633,HIP 8633,1.855815,36.774763,9.5,star
HIP8635,HIP 8635,1.855856,43.481229,9.26,star
HIP8636,HIP 8636,1.855935,-8.076266,9.09,star
HIP8637,HIP 8637,1.856459,43.476473,8.49,star
HIP8638,HIP 8638,1.856746,-15.916377,9.23,star
HIP8639,HIP 8639,1.857082,0.821023,9.61,star
HIP8640,HIP 8640,1.857121,35.455783,7.61,star
HIP8641,HIP 8641,1.857321,-39.835935,6.44,star
HIP8642,HIP 8642,1.857372,-45.471114,7.06,star
HIP8643,HIP 8643,1.857393,54.92468,7.14,star
HIP8644,HIP 8644,1.857524,41.29112,10.67,star
HIP8645,Baten Kaitos,1.857676,-10.335038,3.74,star
HIP8646,HIP 8646,1.857856,-15.455151,9.43,star
HIP8647,HIP 8647,1.85792,-16.740489,8.5,star
HIP8648,HIP 8648,1.857946,5.872548,8.67,star
HIP8649,HIP 8649,1.85801,-19.273862,9.02,star
HIP8650,HIP 8650,1.858036,-4.220111,7.2,star
HIP8651,HIP 8651,1.858053,2.730056,12.13,star
HIP8652,HIP 8652,1.858189,-74.726225,9.91,star
HIP8653,HIP 8653,1.858665,-7.739903,8.61,star
HIP8654,HIP 8654,1.858959,18.50814,8.3,star
HIP8655,HIP 8655,1.859036,9.301984,8.19,star
HIP8656,HIP 8656,1.859192,49.869389,8.12,star
HIP8657,HIP 8657,1.859548,2.386144,8.12,star
HIP8658,HIP 8658,1.859937,51.800127,8.35,star
HIP8659,HIP 8659,1.86007,64.547249,9.46,star
HIP8661,HIP 8661,1.860105,-2.637838,7.18,star
HIP8660,HIP 8660,1.860099,-38.35593,9.18,star
HIP8662,HIP 8662,1.860133,68.361208,7.71,star
HIP8663,HIP 8663,1.860365,47.086671,7.45,star
HIP8664,HIP 8664,1.8605,-6.874143,6.42,star
HIP8665,HIP 8665,1.860536,33.779392,8.72,star
HIP8666,HIP 8666,1.860615,-15.153905,8.6,star
HIP8667,HIP 8667,1.860623,16.3989,7.94,star
HIP8668,HIP 8668,1.860755,4.128813,8.68,star
HIP8669,HIP 8669,1.860773,-22.167548,8.79,star
HIP8670,HIP 8670,1.860836,-0.48434,9.86,star
HIP8671,HIP 8671,1.861119,61.830643,9.23,star
HIP8672,HIP 8672,1.861133,-13.233823,6.95,star
HIP8673,HIP 8673,1.861196,35.666073,7.8,star
HIP8674,HIP 8674,1.861256,-16.317647,8.96,star
HIP8675,HIP 8675,1.861255,54.943872,7.92,star
HIP8676,HIP 8676,1.861284,-28.814485,9.8,star
HIP8677,HIP 8677,1.861316,-28.019394,9.09,star
HIP8678,HIP 8678,1.861493,45.810595,9.34,star
HIP8679,HIP 8679,1.861559,45.806219,9.64,star
HIP8680,HIP 8680,1.86162,-57.365239,9.22,star
HIP8681,HIP 8681,1.861636,-36.804888,9.26,star
HIP8682,HIP 8682,1.862004,39.140635,10.66,star
HIP8684,HIP 8684,1.862099,46.338696,8.01,star
HIP8683,HIP 8683,1.8621,-8.105066,9.44,star
HIP8685,HIP 8685,1.86218,7.575667,8.16,star
HIP8686,HIP 8686,1.862501,-75.991667,8.48,star
HIP8687,HIP 8687,1.862806,-54.965846,11.48,star
HIP8688,HIP 8688,1.862805,-15.64748,6.44,star
HIP8689,HIP 8689,1.863105,18.29,6.59,star
HIP8690,HIP 8690,1.863307,75.589594,6.94,star
HIP8691,HIP 8691,1.863522,-10.803466,11.8,star
HIP8692,HIP 8692,1.863577,-49.995008,7.83,star
HIP8693,HIP 8693,1.864024,63.454063,9.74,star
HIP8694,HIP 8694,1.864502,-37.041965,7.43,star
HIP8695,HIP 8695,1.864499,-45.770431,8.68,star
HIP8697,HIP 8697,1.865015,-38.88362,8.07,star
HIP8696,HIP 8696,1.865016,51.198493,9.08,star
HIP8698,HIP 8698,1.865033,-31.333533,8.92,star
HIP8699,HIP 8699,1.865341,-40.651168,8.55,star
HIP8700,HIP 8700,1.865595,17.079646,8.22,star
HIP8702,HIP 8702,1.865994,-58.90034,8.08,star
HIP8703,HIP 8703,1.866002,13.427239,8.82,star
HIP8701,HIP 8701,1.866017,-81.019411,8.95,star
HIP8704,1    Per,1.866476,55.147385,5.53,star
HIP8705,HIP 8705,1.866595,52.358936,8.03,star
HIP8706,HIP 8706,1.866823,-27.1132,9.08,star
HIP8707,HIP 8707,1.867186,-46.641302,8.04,star
HIP8708,HIP 8708,1.867375,10.81056,7.39,star
HIP8709,HIP 8709,1.867489,47.001852,12.44,star
HIP8710,HIP 8710,1.867728,-9.581335,9.34,star
HIP8711,HIP 8711,1.868392,-55.759866,8.1,star
HIP8712,HIP 8712,1.868945,80.191042,8.83,star
HIP8714,2    Per,1.869268,50.792794,5.7,star
HIP8715,HIP 8715,1.869372,-36.241533,9.26,star
HIP8716,HIP 8716,1.869462,63.463956,9.95,star
HIP8717,HIP 8717,1.869529,66.448927,9.04,star
HIP8718,HIP 8718,1.869543,24.117343,6.74,star
HIP8720,HIP 8720,1.869577,-2.805015,10.91,star
HIP8719,HIP 8719,1.869601,70.751423,7.63,star
HIP8721,HIP 8721,1.869868,-32.539871,7.97,star
HIP8722,HIP 8722,1.870091,-39.674484,8.08,star
HIP8723,HIP 8723,1.870417,-27.755917,8.34,star
HIP8725,HIP 8725,1.870475,58.435095,9.38,star
HIP8724,HIP 8724,1.870531,-43.717028,9.39,star
HIP8726,HIP 8726,1.870767,17.93117,11.37,star
HIP8727,HIP 8727,1.870804,-47.511757,8.33,star
HIP8728,HIP 8728,1.870975,44.905319,9.6,star
HIP8729,HIP 8729,1.871064,-9.730334,8.4,star
HIP8731,HIP 8731,1.872411,-48.62141,8.81,star
HIP8730,HIP 8730,1.87242,-25.044918,8.59,star
HIP8732,HIP 8732,1.872696,-39.416401,7.83,star
HIP8733,HIP 8733,1.872858,-48.669167,9.5,star
HIP8734,HIP 8734,1.872869,37.429786,6.89,star
HIP8735,HIP 8735,1.873072,-14.396688,9.93,star
HIP8736,HIP 8736,1.873587,-25.7154,10.27,star
HIP8737,HIP 8737,1.873664,-20.611123,8.61,star
HIP8738,HIP 8738,1.873915,55.331597,7.93,star
HIP8739,HIP 8739,1.873948,-38.745195,8.02,star
HIP8740,HIP 8740,1.874096,52.988632,8.8,star
HIP8741,HIP 8741,1.874323,-49.523765,9.11,star
HIP8742,HIP 8742,1.874716,49.799442,7.95,star
HIP8743,HIP 8743,1.874799,22.953432,9.32,star
HIP8744,HIP 8744,1.875312,-57.990169,10.36,star
HIP8745,HIP 8745,1.875294,-71.64797,9.73,star
HIP8746,HIP 8746,1.875841,-30.288316,8.95,star
HIP8747,HIP 8747,1.875943,44.81247,7.71,star
HIP8748,HIP 8748,1.876261,-34.1942,7.91,star
HIP8750,HIP 8750,1.876279,47.670896,8.6,star
HIP8751,HIP 8751,1.87632,-67.944504,6.77,star
HIP8752,HIP 8752,1.876421,-35.068817,9.8,star
HIP8749,HIP 8749,1.876434,-26.571367,9.84,star
HIP8753,HIP 8753,1.87674,36.342539,10.08,star
HIP8754,HIP 8754,1.876971,12.442893,7.98,star
HIP8755,HIP 8755,1.877048,-47.681304,9.17,star
HIP8756,HIP 8756,1.877173,1.257237,8.52,star
HIP8757,HIP 8757,1.877323,2.498268,7.53,star
HIP8758,HIP 8758,1.878378,-27.24539,8.8,star
HIP8759,HIP 8759,1.878413,-12.727922,7.41,star
HIP8760,HIP 8760,1.878535,26.478478,9.03,star
HIP8761,HIP 8761,1.878658,-33.240218,8.97,star
HIP8762,HIP 8762,1.879078,-54.011449,7.86,star
HIP8763,HIP 8763,1.879206,41.84155,8.64,star
HIP8764,HIP 8764,1.879822,-1.380861,8.78,star
HIP8765,HIP 8765,1.879881,4.663017,7.98,star
HIP8766,HIP 8766,1.88009,20.152592,10.09,star
HIP8767,HIP 8767,1.880124,-56.371486,8.25,star
HIP8768,HIP 8768,1.880314,-22.434857,8.89,star
HIP8769,HIP 8769,1.880266,-34.852745,8.13,star
HIP8770,HIP 8770,1.880704,-19.506974,7.51,star
HIP8771,HIP 8771,1.880758,51.474836,6.28,star
HIP8772,HIP 8772,1.880805,60.466226,9.9,star
HIP8773,HIP 8773,1.88084,-33.43315,9.55,star
HIP8774,HIP 8774,1.880852,14.177511,8.47,star
HIP8775,HIP 8775,1.880918,4.832705,11.48,star
HIP8776,HIP 8776,1.88104,-7.826216,9.25,star
HIP8777,HIP 8777,1.88106,32.888882,9.05,star
HIP8778,HIP 8778,1.881142,-16.92925,5.78,star
HIP8779,HIP 8779,1.882237,-22.842309,10.77,star
HIP8780,HIP 8780,1.882352,-56.643905,9.33,star
HIP8782,HIP 8782,1.882638,15.597151,9.66,star
HIP8783,HIP 8783,1.88285,-85.034836,8.27,star
HIP8784,HIP 8784,1.883232,-32.776957,8.03,star
HIP8785,HIP 8785,1.883244,32.211081,8.86,star
HIP8786,HIP 8786,1.883401,-34.293438,9.57,star
HIP8787,HIP 8787,1.883477,-52.691729,7.91,star
HIP8788,HIP 8788,1.883573,-68.187552,9.06,star
HIP8789,HIP 8789,1.883646,-16.489019,8.33,star
HIP8790,HIP 8790,1.883844,-64.883751,9.98,star
HIP8791,HIP 8791,1.883962,59.102098,8.85,star
HIP8792,HIP 8792,1.884137,-33.313487,8.2,star
HIP8793,HIP 8793,1.884259,-20.971611,9.24,star
HIP8794,HIP 8794,1.884424,62.15864,9.16,star
HIP8795,HIP 8795,1.88448,14.88078,8.45,star
HIP8796,Mothallah,1.884696,29.578829,3.42,star
HIP8797,HIP 8797,1.884762,68.184879,8.36,star
HIP8798,HIP 8798,1.885055,-1.326944,7.43,star
HIP8799,HIP 8799,1.885453,-59.412566,8.76,star
HIP8800,HIP 8800,1.885536,-61.683104,8.62,star
HIP8801,HIP 8801,1.885569,-16.732804,8.25,star
HIP8802,HIP 8802,1.885678,21.986364,8.21,star
HIP8803,HIP 8803,1.885684,-17.392744,9.27,star
HIP8804,HIP 8804,1.886265,28.81892,6.86,star
HIP8805,HIP 8805,1.886312,37.321152,7.05,star
HIP8806,HIP 8806,1.886495,28.022058,8.77,star
HIP8807,HIP 8807,1.886551,-32.806203,8.16,star
HIP8808,HIP 8808,1.886729,-41.541047,10.13,star
HIP8809,HIP 8809,1.887159,42.531033,9.51,star
HIP8811,HIP 8811,1.887279,-74.627014,9.16,star
HIP8810,HIP 8810,1.88729,15.433438,8.07,star
HIP8812,HIP 8812,1.887383,26.044868,7.87,star
HIP8813,HIP 8813,1.887516,-66.216611,9.71,star
HIP8814,55    And,1.888152,40.72979,5.42,star
HIP8815,HIP 8815,1.888437,0.373135,9.69,star
HIP8816,HIP 8816,1.888936,17.066826,8.26,star
HIP8817,HIP 8817,1.889092,23.444763,12.48,star
HIP8818,HIP 8818,1.889272,-24.208359,8.16,star
HIP8819,HIP 8819,1.889642,-28.366348,10.42,star
HIP8820,HIP 8820,1.889764,-38.594632,6.09,star
HIP8821,HIP 8821,1.889837,70.042622,8.89,star
HIP8822,HIP 8822,1.890214,64.189475,9.35,star
HIP8823,HIP 8823,1.890611,57.224308,8.21,star
HIP8824,HIP 8824,1.890827,-33.564656,7.35,star
HIP8825,HIP 8825,1.89115,73.963294,10.35,star
HIP8826,HIP 8826,1.891417,49.444826,7.07,star
HIP8827,HIP 8827,1.891648,12.682394,7.07,star
HIP8828,HIP 8828,1.891665,-43.368484,9.62,star
HIP8829,HIP 8829,1.891727,31.940577,8.03,star
HIP8830,HIP 8830,1.892068,-21.25273,9.31,star
HIP8831,HIP 8831,1.892128,-53.249701,8.05,star
HIP8832,Mesarthim,1.89217,19.293852,3.88,star
HIP8833,111Xi  Psc,1.892597,3.187536,4.61,star
HIP8834,HIP 8834,1.893612,-70.301673,10.46,star
HIP8835,HIP 8835,1.893815,60.989984,8.25,star
HIP8836,HIP 8836,1.89396,7.633937,7.44,star
HIP8837,Psi Phe,1.894102,-46.302669,4.39,star
HIP8838,HIP 8838,1.894138,39.883105,7.73,star
HIP8839,HIP 8839,1.894292,-72.251716,8.47,star
HIP8840,HIP 8840,1.894332,-50.860905,9.37,star
HIP8841,HIP 8841,1.894665,-13.250041,9.23,star
HIP8842,HIP 8842,1.895354,12.039834,12.2,star
HIP8843,HIP 8843,1.895767,-23.128797,9.6,star
HIP8844,HIP 8844,1.895967,-6.050787,11.68,star
HIP8845,HIP 8845,1.896195,-14.976432,8.73,star
HIP8846,HIP 8846,1.896352,88.551636,7.86,star
HIP8847,HIP 8847,1.896803,55.597639,6.44,star
HIP8848,HIP 8848,1.896919,-54.760646,8.33,star
HIP8849,HIP 8849,1.897261,-69.349888,9.46,star
HIP8850,HIP 8850,1.897429,-30.302206,8.87,star
HIP8851,HIP 8851,1.897513,67.747127,9.39,star
HIP8852,HIP 8852,1.897554,-5.266925,9.36,star
HIP8853,HIP 8853,1.897708,-23.497748,10.63,star
HIP8854,HIP 8854,1.898088,-37.77682,9.4,star
HIP8855,HIP 8855,1.898242,48.30876,9.69,star
HIP8856,HIP 8856,1.898394,49.942962,6.87,star
HIP8857,HIP 8857,1.898828,25.776229,7.51,star
HIP8858,HIP 8858,1.899156,13.825131,8.71,star
HIP8859,HIP 8859,1.899357,10.614027,6.77,star
HIP8860,HIP 8860,1.899676,84.330004,8.9,star
HIP8861,HIP 8861,1.899724,-8.654281,9.4,star
HIP8862,HIP 8862,1.899808,-48.850209,9.81,star
HIP8863,HIP 8863,1.900451,-15.987356,8.97,star
HIP8864,HIP 8864,1.900533,-18.084568,10.18,star
HIP8865,HIP 8865,1.9006,59.548984,9.7,star
HIP8866,HIP 8866,1.901685,-77.491177,7.01,star
HIP8867,HIP 8867,1.90171,66.176195,8.47,star
HIP8868,HIP 8868,1.902176,-41.689712,9.78,star
HIP8869,HIP 8869,1.902257,-69.516721,7.94,star
HIP8870,HIP 8870,1.902462,-57.918976,7.34,star
HIP8871,HIP 8871,1.902672,24.172714,8.82,star
HIP8872,HIP 8872,1.903329,9.95063,7.78,star
HIP8873,HIP 8873,1.90384,34.108485,9.6,star
HIP8874,HIP 8874,1.904126,-11.628655,8.03,star
HIP8875,HIP 8875,1.904275,24.788799,9.31,star
HIP8876,HIP 8876,1.905473,21.88906,8.97,star
HIP8877,HIP 8877,1.905528,52.654945,8.0,star
HIP8879,HIP 8879,1.905625,-45.968412,8.09,star
HIP8878,HIP 8878,1.905636,69.182258,7.03,star
HIP8880,HIP 8880,1.905802,-11.850866,8.19,star
HIP8881,HIP 8881,1.906162,-15.723978,9.15,star
HIP8882,Phi Phe,1.906122,-42.49695,5.12,star
HIP8883,HIP 8883,1.906153,8.781048,6.6,star
HIP8884,HIP 8884,1.906506,-77.241718,8.34,star
HIP8885,HIP 8885,1.906587,77.346977,10.96,star
HIP8886,Segin,1.906584,63.670101,3.35,star
HIP8887,HIP 8887,1.906825,10.361275,8.07,star
HIP8888,HIP 8888,1.906825,11.402697,7.11,star
HIP8889,HIP 8889,1.907073,-24.530717,9.63,star
HIP8890,HIP 8890,1.907434,-26.344977,8.79,star
HIP8891,HIP 8891,1.907507,-7.374999,8.77,star
HIP8892,HIP 8892,1.907604,-11.028842,8.81,star
HIP8893,HIP 8893,1.907846,40.889728,8.34,star
HIP8894,HIP 8894,1.908333,-34.474298,11.98,star
HIP8895,HIP 8895,1.908829,59.89369,8.34,star
HIP8896,HIP 8896,1.909508,68.151222,7.31,star
HIP8897,HIP 8897,1.909772,-46.680664,10.03,star
HIP8898,HIP 8898,1.909861,47.784072,9.3,star
HIP8899,HIP 8899,1.910365,-6.271767,7.94,star
HIP8900,HIP 8900,1.910497,-13.913891,8.27,star
HIP8901,HIP 8901,1.910492,49.09238,8.85,star
HIP8902,HIP 8902,1.910525,40.655959,7.06,star
HIP8903,Sheratan,1.910668,20.808035,2.64,star
HIP8904,HIP 8904,1.910768,10.847599,10.97,star
HIP8905,HIP 8905,1.910985,53.89182,7.96,star
HIP8906,HIP 8906,1.911014,38.195969,8.89,star
HIP8907,HIP 8907,1.911388,51.109993,9.32,star
HIP8908,HIP 8908,1.911438,78.196474,6.67,star
HIP8909,HIP 8909,1.911538,38.191695,10.44,star
HIP8910,HIP 8910,1.911682,-7.027185,8.42,star
HIP8911,HIP 8911,1.91178,39.949261,7.39,star
HIP8912,HIP 8912,1.912,61.991454,8.79,star
HIP8913,HIP 8913,1.912032,72.093926,8.91,star
HIP8914,HIP 8914,1.912485,50.295774,6.83,star
HIP8915,HIP 8915,1.912936,17.552465,8.46,star
HIP8916,HIP 8916,1.913114,13.75701,7.45,star
HIP8917,HIP 8917,1.913313,-66.980098,9.12,star
HIP8918,HIP 8918,1.913453,-6.592233,8.01,star
HIP8919,HIP 8919,1.913921,-29.119657,9.58,star
HIP8920,HIP 8920,1.913984,21.306244,8.98,star
